IdVenta,IdCliente,IdProducto,Cantidad,PrecioUnitario,FechaVenta,Sucursal
227,343,99,10,20690.37,NO_FECHA,Monterrey
3516,479,19,16,17125.89,2024-12-11,Guadalajara
1833,309,277,3,15233.72,2024-01-15,Puebla
3087,643,372,6,8146.29,2023-04-27,Online
826,448,104,15,-1428.72,2023-03-11,Online
136,300,428,9,-470.54,2023-10-17,Online
1693,220,14,7,17883.02,2025-08-05,Toluca Centro
2552,584,242,3,2012.4,2025-01-21,Guadalajara
1559,408,104,2,19528.33,2024-10-24,Monterrey
3209,168,174,4,22606.42,2023-10-06,Toluca Centro
2555,557,25,20,9733.59,2024-05-03,Online
1407,230,403,15,15241.15,2026-04-12,Monterrey
2822,118,292,8,163.22,2026-04-02,Guadalajara
1335,621,217,5,459.8,2026-04-21,Puebla
3347,449,174,4,1059.19,2024-05-31,Guadalajara
4522,137,127,18,14529.66,2025-10-14,Online
4596,233,144,7,22491.89,2026-03-23,Online
3881,679,411,1,16863.56,2023-10-29,Monterrey
4318,511,228,1,17516.51,2023-02-12,Puebla
2922,861,256,6,10642.97,2026-03-09,Online
3461,725,158,1,24204.39,2023-09-28,Toluca Centro
988,89,419,20,-1373.82,2023-08-28,Guadalajara
723,152,409,-14,24349.16,2023-02-24,Online
4165,75,105,11,78.27,2024-10-28,Guadalajara
347,510,132,16,5784.67,31/31/2025,Online
1606,285,91,14,14289.95,2026-04-24,Metepec
340,94,142,12,-4470.54,2024-10-16,Toluca Centro
4784,593,218,19,7289.34,2026-04-27,Monterrey
4779,731,248,4,4144.12,2025-04-05,Puebla
2898,309,231,7,24785.15,2024-07-06,Guadalajara
550,84,219,12,-3544.15,2023-06-30,Guadalajara
2732,465,49,2,11412.0,2023-05-18,Online
321,861,446,-5,4281.95,2023-12-30,CDMX Norte
1748,58,58,20,2696.91,2025-10-29,Puebla
1074,55,97,11,13393.77,2024-08-25,Metepec
2318,300,417,2,17823.6,2024-07-14,Metepec
4429,348,4,4,15176.23,2025-08-18,Monterrey
3652,683,349,6,12474.05,2024-06-28,CDMX Norte
4362,102,114,20,11627.63,2026-04-14,Toluca Centro
4365,873,271,15,10970.27,2024-11-20,CDMX Norte
4729,876,42,16,10199.53,2023-03-30,Puebla
2661,608,255,19,24095.82,2025-02-10,Guadalajara
1076,820,251,14,9060.53,2024-03-25,Guadalajara
2947,734,42,19,14791.05,2024-08-08,Monterrey
1794,566,167,7,20511.03,2024-02-17,Toluca Centro
4562,719,94,2,10465.45,2024-06-29,Metepec
4751,221,434,1,5344.29,2023-06-29,CDMX Norte
4184,305,209,13,12994.53,2023-09-22,Guadalajara
100,140,232,20,-777.04,2026-06-08,Online
900,152,309,3,9761.44,2025-09-25,
1364,441,238,12,2630.06,2024-08-20,CDMX Norte
2725,466,410,20,19465.08,2023-06-18,Guadalajara
4085,354,233,6,11510.05,2023-02-23,Toluca Centro
2159,854,131,1,7228.78,2023-02-13,Guadalajara
2501,563,357,16,24346.67,2026-05-04,Online
4474,414,323,1,17221.09,2025-11-28,Metepec
4061,699,413,11,5130.6,2025-04-07,Puebla
2013,776,298,3,17374.93,2025-05-05,Toluca Centro
958,780,233,17,-1739.11,2023-10-10,Metepec
3395,871,335,18,15794.31,2025-04-12,Guadalajara
2887,431,226,7,1819.52,2024-03-21,Metepec
2346,646,342,4,21824.73,2023-10-16,Monterrey
2588,612,63,6,20739.87,2025-01-11,Guadalajara
3009,693,403,15,10593.68,2025-06-22,Guadalajara
326,166,85936,16,8725.98,2024-02-01,CDMX Norte
2645,326,420,20,9537.46,2023-07-02,Online
2592,491,33,4,8068.97,2026-03-24,Toluca Centro
2916,22,210,19,3552.71,2023-06-12,Metepec
2384,200,174,17,19940.91,2026-04-17,Guadalajara
1840,39,47,8,22979.01,2025-11-17,Puebla
3687,893,12,20,9791.36,2023-03-21,Puebla
2068,623,392,12,24765.8,2024-10-17,Toluca Centro
2328,171,349,17,11836.96,2023-02-02,Puebla
3859,65,166,2,14161.23,2026-01-27,CDMX Norte
1403,680,328,18,19369.67,2026-03-05,Guadalajara
3971,201,337,5,8170.85,2024-03-06,Monterrey
133,57079,80,5,16309.71,2025-08-07,Puebla
1303,405,103,14,16198.07,2024-12-03,Guadalajara
3452,636,278,6,10664.81,2024-02-17,Toluca Centro
1376,144,439,19,3312.05,2024-02-29,Monterrey
3158,345,20,5,7148.35,2024-04-15,Guadalajara
864,500,194,11,1087.69,2024-08-10,
2892,486,440,19,20512.13,2023-12-22,Metepec
4641,894,424,7,14076.91,2025-11-19,CDMX Norte
482,20,82173,8,12894.66,2026-05-13,Toluca Centro
1921,331,83,1,22343.22,2025-07-30,Guadalajara
3656,290,212,10,2967.04,2025-03-30,Metepec
1028,794,84320,13,12133.58,2024-12-14,Metepec
4339,158,255,17,7427.29,2024-04-29,Guadalajara
1201,27,300,16,6754.23,2024-03-08,Monterrey
1503,109,439,2,7920.66,2025-03-29,Monterrey
3944,101,205,5,12175.66,2024-08-06,Online
2937,544,75,18,2240.41,2025-02-28,Monterrey
2521,282,275,3,14299.74,2025-04-15,CDMX Norte
384,454,119,19,1493.98,2023-04-20,
3662,83,278,14,5197.59,2023-01-23,Toluca Centro
1523,206,129,6,20599.32,2023-02-16,Monterrey
573,749,353,-5,7436.98,2025-02-23,Puebla
2557,387,241,18,22995.37,2025-05-31,Puebla
1656,525,264,15,19902.7,2026-02-09,Puebla
865,58637,303,10,12557.46,2025-12-18,CDMX Norte
4648,864,121,1,24342.25,2026-02-01,Guadalajara
1389,397,76,3,5955.0,2025-03-15,Monterrey
1286,715,265,4,23477.67,2024-01-15,Puebla
336,464,283,6,10169.63,2023-10-30,
4148,425,123,9,5298.09,2023-08-28,Online
4290,463,45,13,10193.34,2023-06-03,Toluca Centro
3598,136,214,8,18802.4,2023-06-06,Monterrey
1762,789,192,12,12129.65,2024-02-03,Online
2670,525,49,10,200.77,2026-03-11,Puebla
3666,590,154,13,16630.47,2024-09-10,Online
730,488,43,13,-517.19,2026-05-31,Metepec
3153,667,154,5,10340.52,2024-02-06,Metepec
1040,193,87678,7,5146.08,2024-12-04,Guadalajara
3255,394,66,11,13967.91,2025-05-28,Puebla
4760,135,171,19,17460.52,2023-02-15,CDMX Norte
4664,731,16,7,5603.99,2023-05-27,Puebla
4700,193,246,5,1724.3,2026-04-07,Monterrey
971,85,77,2,11318.33,2025-02-30,CDMX Norte
4343,886,216,10,1250.47,2024-03-16,Metepec
1120,484,89,15,22732.97,2025-12-14,CDMX Norte
4787,431,148,15,16135.58,2023-06-30,Monterrey
4349,772,141,2,19543.12,2023-05-21,Guadalajara
2477,224,166,16,7579.06,2024-07-04,Monterrey
3029,108,308,6,17724.91,2026-04-15,Puebla
870,819,295,17,10120.24,2023-04-25,
3693,37,174,20,22447.93,2025-08-31,Metepec
461,276,256,18,4741.48,31/31/2025,Puebla
4532,240,133,1,23487.37,2026-04-10,Monterrey
3271,442,5,18,18284.8,2023-04-09,Online
1926,519,239,19,21589.46,2026-03-17,Metepec
4789,46,225,17,16600.87,2024-06-21,Monterrey
2812,646,291,19,719.06,2025-12-02,Metepec
4472,636,209,5,7529.95,2023-02-02,Puebla
39,35,298,-3,14117.64,2024-02-19,Toluca Centro
1165,664,399,4,18743.77,2023-10-06,Toluca Centro
2173,203,367,16,9617.79,2023-02-08,Puebla
3727,750,365,3,9966.76,2025-01-17,Metepec
2231,201,282,1,2152.05,2024-12-01,Metepec
174,650,375,2,1551.49,2024-03-17,
756,350,417,10,21475.13,2026-04-16,
3990,166,148,19,6952.77,2025-07-13,Online
2550,813,112,11,17734.62,2024-04-14,CDMX Norte
5,660,251,7,7092.96,2025-02-30,Metepec
3124,339,202,4,16194.99,2023-08-24,Puebla
2254,61,6,7,4216.88,2025-08-23,Toluca Centro
2978,98,400,17,8688.45,2023-05-17,Guadalajara
402,309,7,19,1346.78,2025-01-01,
3080,821,305,14,1173.01,2024-07-09,Online
2084,289,75,4,1113.78,2025-03-03,Puebla
4312,115,23,3,10551.19,2026-02-22,Monterrey
802,129,255,12,-3815.5,2025-09-09,Toluca Centro
642,97,445,9,17378.84,2024-01-24,
3531,409,442,3,17549.02,2024-05-10,Toluca Centro
3332,833,385,10,19025.86,2026-05-29,Guadalajara
1016,438,82540,11,14250.68,2025-11-16,Monterrey
4653,364,414,17,17929.47,2025-02-05,Guadalajara
103,57481,326,12,12157.82,2026-03-17,CDMX Norte
1108,549,260,5,24803.18,2023-07-12,CDMX Norte
1676,491,243,18,5568.91,2025-11-01,Puebla
2052,355,60,4,10946.15,2023-04-21,Puebla
2943,691,425,14,14508.89,2024-04-01,CDMX Norte
619,59856,244,18,21980.85,2024-11-09,Monterrey
2740,288,290,16,13278.5,2023-11-15,Puebla
216,890,12,5,6382.07,2024-11-17,
4401,409,106,19,10847.41,2023-11-15,Toluca Centro
769,52092,410,9,24891.62,2026-04-28,CDMX Norte
143,453,114,2,15270.62,2026-13-01,Online
233,236,195,19,6909.7,2026-13-01,Online
3360,131,101,12,9252.71,2025-10-23,Online
1166,826,185,13,21260.52,2024-12-23,Toluca Centro
1096,206,192,18,22434.27,2025-02-24,Monterrey
4103,205,188,18,23574.93,2025-12-24,Toluca Centro
57,68,441,-12,8595.55,2023-10-09,Metepec
2236,328,446,4,22882.48,2025-07-06,CDMX Norte
119,693,174,14,17880.96,2026-13-01,CDMX Norte
4643,359,198,17,17465.3,2024-04-13,Puebla
1563,221,139,17,11274.84,2023-11-08,CDMX Norte
4099,621,264,14,12844.94,2025-08-18,Monterrey
1324,753,238,7,18469.14,2026-02-21,Puebla
284,557,84192,8,15984.08,2024-05-08,Metepec
2302,574,284,4,21073.33,2024-03-19,Guadalajara
1099,232,382,5,1565.54,2025-07-11,CDMX Norte
12,266,267,9,416.26,2024-01-01,
2511,705,384,12,23168.18,2023-02-20,Guadalajara
670,552,365,14,-224.59,2024-02-19,Online
4459,579,312,10,23103.42,2023-08-23,Toluca Centro
4032,53,262,10,9221.79,2025-05-12,Metepec
832,442,144,17,-2335.72,2024-02-08,Online
3305,193,342,6,21095.02,2024-01-09,Puebla
651,645,260,-11,8019.65,2024-01-16,Puebla
4731,206,343,18,22444.89,2025-09-21,Metepec
2799,6,413,1,5432.05,2023-08-20,Online
85,59166,236,20,11242.07,2025-01-27,Monterrey
3568,123,275,8,16588.57,2023-03-08,Metepec
3304,35,136,18,5442.42,2024-12-19,Toluca Centro
4768,371,105,4,6584.69,2024-10-19,Guadalajara
1608,439,355,12,17720.95,2024-08-31,CDMX Norte
3569,320,132,7,22523.22,2025-05-06,Guadalajara
646,329,54,16,-876.56,2026-02-01,Guadalajara
1192,278,50,2,14179.05,2026-05-14,Puebla
113,299,133,13,18748.04,31/31/2025,CDMX Norte
4426,425,414,3,8341.58,2023-07-16,Monterrey
512,261,84221,10,1963.15,2024-08-20,Monterrey
2648,745,345,19,11296.66,2026-01-03,Guadalajara
3770,468,62,4,2762.72,2023-04-10,CDMX Norte
1773,295,130,11,11310.08,2023-02-03,Puebla
4669,220,60,4,20630.62,2024-02-05,Toluca Centro
1413,699,289,6,19702.09,2023-08-13,Guadalajara
1477,317,195,7,22148.44,2024-05-15,Guadalajara
1176,545,128,16,24870.34,2024-10-22,Metepec
4809,344,136,11,4435.14,2025-11-26,Monterrey
3513,764,59,11,2377.07,2023-09-05,CDMX Norte
4049,340,430,18,12859.45,2024-07-15,Monterrey
4157,70,135,15,10485.34,2024-07-20,Online
3680,797,302,6,4781.73,2025-03-20,Online
3484,617,351,12,24334.14,2023-09-14,Monterrey
1141,737,449,16,20134.25,2026-05-13,Puebla
2753,660,312,2,6067.55,2024-11-08,Toluca Centro
4548,300,141,19,20813.32,2023-07-25,Guadalajara
4039,607,193,9,11187.1,2025-12-25,Puebla
1779,468,104,13,4043.48,2023-12-20,Metepec
2361,41,270,2,11292.3,2024-09-19,Monterrey
2471,55,154,6,18623.26,2024-06-07,CDMX Norte
214,289,214,9,-2707.29,2025-05-04,Puebla
4490,324,300,2,21777.44,2023-09-28,Toluca Centro
1548,785,50,10,5220.23,2025-10-24,Puebla
2583,396,417,16,23362.98,2025-07-18,Online
4716,210,21,19,1211.16,2025-06-29,Toluca Centro
954,774,229,16,5957.94,2025-09-14,
3804,373,285,17,17441.93,2023-10-21,CDMX Norte
4368,762,120,15,5525.33,2025-06-19,Puebla
2549,42,193,3,20923.21,2025-10-21,CDMX Norte
2911,540,287,4,13891.36,2023-05-11,CDMX Norte
1228,594,224,14,22635.03,2025-07-10,Puebla
1298,487,389,8,22592.63,2023-11-09,Guadalajara
1898,673,405,4,10164.22,2026-01-15,CDMX Norte
4239,777,68,2,173.05,2025-04-19,Online
4677,573,347,17,23076.39,2024-04-13,CDMX Norte
1810,414,91,8,4333.64,2023-08-20,Toluca Centro
1659,183,76,4,15288.05,2023-05-15,Metepec
4304,544,351,17,6851.05,2025-05-12,Guadalajara
3508,344,156,8,23259.44,2023-06-15,Puebla
3272,330,357,12,6785.01,2025-11-04,CDMX Norte
343,51554,13,7,4272.79,2025-03-20,CDMX Norte
3201,24,56,11,16695.16,2025-01-18,CDMX Norte
2700,766,63,11,3427.92,2025-07-24,Metepec
3450,527,227,17,6174.49,2026-02-14,Guadalajara
3364,882,209,12,23658.53,2026-04-28,Guadalajara
179,428,35,1,20658.87,2025-02-30,CDMX Norte
2380,245,443,3,10343.02,2024-07-01,Guadalajara
3591,8,204,4,8143.93,2023-03-08,Puebla
3229,455,229,16,22299.95,2024-10-02,Metepec
91,55162,6,2,2004.74,2023-08-29,Guadalajara
1100,317,333,13,23240.62,2026-05-21,Online
2474,119,334,5,4144.01,2024-03-08,Monterrey
4171,238,407,1,5391.31,2026-06-01,Online
4018,522,24,14,14990.59,2025-08-09,Guadalajara
1570,776,339,14,22350.31,2023-12-11,Monterrey
4487,305,118,12,12421.61,2024-05-28,CDMX Norte
597,713,320,-7,5501.51,2023-06-26,Online
1788,568,242,16,8367.19,2025-03-17,Metepec
305,26,176,20,2743.67,31/31/2025,Online
2848,296,151,1,5820.76,2024-10-18,Puebla
4696,634,343,11,1621.76,2026-01-31,CDMX Norte
1204,324,212,11,14494.37,2024-09-06,Monterrey
3633,523,1,20,16125.82,2026-02-14,Toluca Centro
2127,647,162,5,19784.13,2023-07-30,Monterrey
2855,117,280,11,4647.14,2026-01-02,Monterrey
2798,722,38,18,19797.62,2026-05-19,Puebla
3579,22,130,15,6345.72,2025-01-16,Metepec
4027,59,303,10,3607.59,2024-01-25,CDMX Norte
63,408,306,-3,21724.56,2024-10-23,Online
861,638,334,-3,16005.1,2023-11-11,CDMX Norte
58,894,119,8,-1623.49,2023-03-12,Monterrey
2075,25,164,16,9074.67,2025-05-10,Metepec
538,733,29,5,-4872.44,2026-03-10,Online
1322,314,344,13,18319.54,2026-05-10,Online
2262,161,176,10,18925.96,2024-06-19,Metepec
2218,254,35,20,24422.65,2025-06-21,CDMX Norte
820,529,207,18,-2167.55,2026-01-31,Guadalajara
145,52962,369,5,14166.2,2023-01-15,Metepec
1272,227,247,14,15450.76,2023-12-27,CDMX Norte
1994,50,66,3,19026.98,2025-08-10,Monterrey
3684,102,313,15,23460.66,2024-10-29,Puebla
234,370,228,16,5609.91,2024-01-18,
2982,548,258,16,1082.66,2025-03-28,Guadalajara
1867,134,302,4,15150.62,2023-03-15,Guadalajara
2020,822,176,6,13263.21,2026-05-23,CDMX Norte
3252,24,421,4,17659.57,2023-07-16,Metepec
3775,773,78,10,2600.55,2023-01-05,Guadalajara
748,890,249,11,-47.02,2023-09-15,Guadalajara
4672,141,439,18,18412.19,2023-05-07,CDMX Norte
3742,881,445,3,2937.68,2025-05-29,Toluca Centro
3251,20,128,16,21065.7,2024-06-26,Online
1620,26,105,11,5662.08,2024-06-06,Monterrey
3419,9,16,10,4158.03,2023-09-20,Guadalajara
3779,761,367,2,5105.21,2023-07-05,Online
4504,565,176,20,19086.3,2023-06-24,Toluca Centro
2563,381,216,6,11694.46,2025-01-13,Online
383,486,59,18,219.96,NO_FECHA,Monterrey
785,848,297,4,12698.44,NO_FECHA,Guadalajara
1984,629,156,17,16905.79,2024-09-10,Toluca Centro
2653,75,378,1,19732.93,2023-01-13,Toluca Centro
1648,182,131,17,15678.41,2024-04-16,Monterrey
2526,254,393,5,10383.98,2024-03-29,Puebla
2939,587,85,20,12150.0,2023-04-26,Guadalajara
1951,644,257,14,8653.06,2024-10-26,Toluca Centro
1797,124,12,19,18799.32,2023-08-11,Monterrey
1687,173,322,2,10897.69,2026-04-08,Puebla
2872,234,58,20,4467.22,2025-12-26,Guadalajara
3623,572,149,10,422.63,2024-05-29,CDMX Norte
2349,247,355,19,14557.01,2023-05-27,CDMX Norte
1056,571,386,18,11225.99,2025-09-24,
2709,498,430,18,17468.04,2025-10-10,Monterrey
4013,126,8,2,3743.28,2025-04-17,Puebla
1809,280,156,19,23955.4,2025-04-08,Puebla
2805,597,98,4,22765.39,2026-05-18,Toluca Centro
3322,138,5,19,15182.72,2024-09-26,Online
3806,474,49,16,24126.94,2026-06-05,Metepec
4313,297,72,4,14938.29,2023-11-14,Guadalajara
866,545,87270,20,23149.84,2025-11-25,Monterrey
722,701,88211,9,4873.04,2024-11-06,Online
4203,677,294,5,7070.8,2025-06-27,Online
3766,613,95,12,22110.87,2023-05-18,Puebla
2613,424,48,8,14554.26,2025-08-13,Online
3878,798,405,1,5609.43,2024-01-16,Metepec
3629,71,70,16,22377.8,2023-10-02,CDMX Norte
91,55162,6,2,2004.74,2023-08-29,Guadalajara
109,59798,352,16,15313.45,2023-09-08,Guadalajara
401,774,349,8,17208.84,2026-13-01,Puebla
299,591,226,10,11169.13,NO_FECHA,Monterrey
1849,515,261,14,14649.66,2025-04-26,Toluca Centro
2796,895,379,2,7521.55,2024-07-22,Toluca Centro
4217,713,398,10,8886.46,2024-01-30,Metepec
1399,233,350,3,24715.86,2023-09-25,CDMX Norte
3412,828,259,3,12051.45,2023-03-28,Guadalajara
4400,466,218,7,15171.07,2023-10-19,Metepec
2726,753,208,13,3856.63,2023-09-24,Toluca Centro
3769,627,3,8,15239.98,2024-11-27,Toluca Centro
2886,588,130,4,9073.0,2025-01-08,Puebla
3489,238,324,15,2458.88,2025-06-04,CDMX Norte
803,695,201,7,15695.92,NO_FECHA,Metepec
161,318,430,8,541.91,NO_FECHA,Toluca Centro
3477,899,311,8,12711.81,2026-01-06,Monterrey
3299,574,77,13,4212.84,2024-03-14,Monterrey
3084,203,275,17,15779.95,2023-06-28,Guadalajara
210,726,262,8,24708.16,2024-05-11,
82,481,324,2,-272.44,2025-05-27,Monterrey
677,234,187,2,16036.35,NO_FECHA,Puebla
421,53587,178,16,9300.92,2025-10-23,Monterrey
211,52673,383,7,13886.85,2024-10-13,Monterrey
3605,371,362,9,22762.15,2026-01-13,Monterrey
1137,413,134,11,18077.88,2024-07-06,Toluca Centro
3245,137,335,13,13659.11,2024-08-22,Toluca Centro
4680,224,355,3,12280.56,2023-03-23,Guadalajara
3137,214,222,15,24032.37,2023-09-06,Online
4228,823,43,10,17975.72,2025-03-26,CDMX Norte
4482,879,290,5,21410.53,2024-07-12,Puebla
456,18,103,1,4488.63,2023-11-17,
2595,855,31,12,10815.24,2026-01-18,Guadalajara
945,140,433,-20,22308.23,2023-02-07,CDMX Norte
1321,46,290,14,7735.87,2024-08-05,Toluca Centro
2808,564,372,18,805.16,2024-02-01,Monterrey
38,680,82826,17,6376.05,2024-05-03,Puebla
3776,437,72,12,19574.45,2024-12-07,Puebla
1568,391,355,8,860.69,2025-10-17,Metepec
1981,491,252,13,7267.49,2025-11-09,Monterrey
1163,172,240,14,19859.08,2023-04-05,Online
2995,867,90,11,10512.98,2025-07-20,Guadalajara
1858,799,230,12,8201.73,2023-07-31,Puebla
5,660,251,7,7092.96,2025-02-30,Metepec
905,423,168,5,22594.78,2025-02-30,Guadalajara
1072,524,213,19,-4200.76,2024-02-10,Online
741,59,164,-17,10608.02,2023-12-25,Online
2421,745,213,5,11972.52,2024-12-25,Metepec
676,725,142,8,-3809.09,2026-03-10,Guadalajara
2745,849,374,4,2952.79,2023-11-15,Metepec
3081,196,59,13,21785.94,2025-03-03,Online
2590,656,356,6,139.36,2026-04-06,Online
4136,784,310,1,24437.74,2025-02-04,Puebla
4420,581,29,20,15895.97,2023-04-08,CDMX Norte
2596,763,70,20,9111.87,2023-02-06,Online
1815,875,42,1,4556.7,2025-07-25,Guadalajara
2332,145,220,11,23235.67,2023-05-08,CDMX Norte
3873,643,416,6,10499.81,2025-11-10,Online
3947,383,315,19,7334.55,2025-05-06,Guadalajara
604,555,320,10,-2438.48,2024-11-14,Online
919,52221,323,16,21840.58,2025-11-13,Toluca Centro
749,671,195,5,7228.73,31/31/2025,Guadalajara
3762,564,258,3,163.71,2026-02-18,Metepec
1616,206,90,17,4478.67,2023-07-08,Puebla
1584,890,42,2,14960.43,2023-08-25,Toluca Centro
3120,415,34,7,10723.46,2023-01-12,CDMX Norte
3213,815,365,9,9242.28,2025-01-27,Metepec
2919,411,300,12,8004.54,2024-10-05,Online
110,224,86389,14,13171.5,2023-12-24,CDMX Norte
1333,306,303,10,9394.19,2023-08-26,Monterrey
344,716,84966,12,10206.31,2023-09-02,CDMX Norte
1595,788,355,13,14269.33,2023-07-07,CDMX Norte
2833,367,371,4,18773.53,2025-08-23,Online
631,57878,263,14,4943.83,2024-10-19,Toluca Centro
123,309,189,-18,15855.5,2023-07-27,CDMX Norte
499,51296,401,3,5637.65,2026-04-11,Online
1247,116,50,11,23443.45,2023-06-18,Toluca Centro
215,881,111,3,16819.53,2026-13-01,Toluca Centro
632,397,83843,20,15975.69,2026-01-06,Toluca Centro
1913,251,313,8,15835.53,2023-04-10,CDMX Norte
2246,892,229,8,3639.23,2023-07-20,Guadalajara
4296,147,138,10,10232.57,2023-05-27,Online
4225,622,216,7,22926.77,2025-05-24,Puebla
3681,599,73,19,19466.55,2023-12-04,Guadalajara
1771,307,344,19,10529.9,2023-02-04,CDMX Norte
97,54772,116,16,23658.62,2023-03-10,Toluca Centro
2498,609,147,7,17143.55,2025-03-30,Guadalajara
4703,460,159,5,13128.51,2023-11-25,CDMX Norte
1947,125,297,16,12521.2,2024-08-24,Guadalajara
4238,697,96,5,5409.47,2024-04-17,Puebla
3843,264,201,14,6138.33,2023-10-13,CDMX Norte
3852,453,193,11,1517.87,2025-12-13,Toluca Centro
1706,329,199,19,10916.92,2023-04-18,Toluca Centro
3803,81,344,2,13600.53,2024-05-10,Online
4552,413,293,20,9546.16,2023-07-22,Metepec
102,826,64,4,15026.81,2024-09-23,
16,841,416,13,-2288.49,2024-05-25,CDMX Norte
303,546,356,-1,17093.31,2024-07-02,Metepec
2582,688,412,6,22848.27,2026-03-18,Guadalajara
3151,335,377,17,11888.91,2026-02-24,Online
4232,232,295,4,2173.01,2024-06-20,Puebla
95,525,160,11,16571.18,2025-02-30,Monterrey
1646,717,266,8,7059.42,2025-04-23,CDMX Norte
1351,667,133,10,11483.81,2025-08-30,Guadalajara
2412,480,337,16,1557.29,2024-01-07,Puebla
1521,721,285,14,17551.36,2026-01-30,Monterrey
4722,827,335,9,11158.61,2025-08-06,Toluca Centro
1590,869,265,8,10197.57,2026-04-22,Puebla
2174,251,300,11,23992.65,2025-12-25,Guadalajara
3863,331,297,12,2721.14,2024-12-02,Metepec
1231,631,89,10,10142.86,2023-07-26,Toluca Centro
1591,498,439,2,8162.61,2025-06-21,Monterrey
2006,796,76,5,23258.88,2023-02-09,Online
2819,349,394,8,1383.01,2023-07-11,Puebla
2698,420,176,7,20621.86,2025-07-21,Guadalajara
1369,155,401,19,4286.63,2026-04-21,Metepec
1700,203,344,8,18004.75,2023-10-26,Metepec
3207,890,27,10,10230.58,2023-10-26,Puebla
1664,540,105,8,13522.28,2026-01-28,Guadalajara
1944,198,283,17,13231.9,2025-10-15,Monterrey
661,50439,70,10,20087.41,2025-08-09,CDMX Norte
4632,659,206,18,13616.45,2024-04-13,Guadalajara
4593,701,194,17,3750.36,2024-04-13,Monterrey
1532,469,220,14,11009.31,2024-12-16,Guadalajara
1142,897,242,15,4133.2,2026-06-12,Metepec
3959,736,349,9,8380.23,2023-07-23,Toluca Centro
2652,303,302,14,17375.67,2024-07-29,Guadalajara
4223,683,380,19,9806.43,2025-04-27,Monterrey
3399,629,175,20,3538.93,2023-12-24,Puebla
2063,427,441,20,12489.95,2024-06-02,Guadalajara
6,840,227,4,7253.18,2024-02-12,
2362,525,424,3,13885.84,2025-11-07,Guadalajara
1012,827,346,14,-1509.66,2025-12-20,Online
764,788,80408,6,3627.61,2025-11-16,Monterrey
1541,798,25,1,7760.34,2025-08-12,Metepec
1047,259,125,-8,3690.42,2023-12-11,Puebla
1871,358,434,12,19447.38,2023-11-05,Online
3551,218,353,15,16798.37,2024-10-29,Toluca Centro
261,652,201,-18,9027.8,2026-04-23,CDMX Norte
3519,256,152,17,430.37,2025-01-04,Metepec
3953,130,290,1,19182.92,2025-11-23,Puebla
4268,837,428,14,21102.04,2026-03-24,Guadalajara
4012,210,109,14,7006.25,2023-10-26,Guadalajara
4112,824,363,14,6589.2,2024-12-25,CDMX Norte
1283,127,301,10,4877.5,2025-04-15,Guadalajara
2250,893,110,5,12627.68,2024-04-29,Puebla
4337,695,1,15,6579.16,2025-10-24,Online
30,461,196,6,12484.67,2024-06-16,
1326,161,342,5,16200.58,2025-10-24,Monterrey
1738,235,397,20,12187.8,2024-12-03,Guadalajara
798,690,290,6,23604.52,2023-08-27,
2993,872,115,5,16727.13,2023-08-05,CDMX Norte
1454,840,348,8,13964.82,2024-07-11,Online
251,430,106,7,5727.43,2025-02-30,Puebla
4191,228,81,3,21446.17,2025-11-23,Metepec
3938,718,313,16,15584.86,2023-04-26,Toluca Centro
3184,440,130,8,9789.18,2024-04-24,Metepec
2597,876,122,18,17981.7,2023-02-15,CDMX Norte
4090,870,126,13,12010.56,2024-02-28,Monterrey
4215,400,56,19,2014.25,2026-02-13,Puebla
543,52,348,-10,2815.11,2023-09-05,Puebla
316,122,136,1,-4343.94,2023-08-10,Toluca Centro
408,593,208,2,22057.25,2024-12-11,
3357,45,300,2,9804.0,2024-01-24,Metepec
519,563,85,-7,5394.67,2024-04-26,Monterrey
787,55731,29,15,6745.16,2025-02-19,CDMX Norte
3821,746,154,19,15013.24,2024-10-14,Metepec
4749,872,323,12,6549.25,2024-06-24,Monterrey
2274,361,133,7,12197.03,2024-08-03,CDMX Norte
141,462,220,-7,21407.51,2025-11-09,Metepec
1793,716,446,1,2129.83,2025-02-01,Metepec
1717,68,417,1,19268.94,2023-05-27,Toluca Centro
354,566,26,16,16571.85,2026-03-17,
1002,529,342,18,18832.69,2023-03-15,
2858,729,28,6,15859.01,2024-05-08,Toluca Centro
3965,50,363,8,11317.27,2024-10-05,Toluca Centro
4200,158,301,4,13467.86,2023-08-06,Guadalajara
4322,661,379,2,3330.9,2025-03-19,Guadalajara
4387,816,384,7,4881.0,2023-02-17,Toluca Centro
89,759,302,18,13731.0,2026-13-01,Toluca Centro
1892,504,106,10,10194.09,2025-12-19,Monterrey
2816,877,113,18,2565.26,2024-02-05,Online
1602,788,335,14,5787.71,2025-09-30,CDMX Norte
2885,74,447,16,10129.23,2024-01-30,Guadalajara
4307,330,379,10,9682.07,2023-10-02,Guadalajara
2669,779,444,4,8544.45,2023-09-16,CDMX Norte
315,588,401,-11,8545.54,2025-12-27,Online
2987,710,9,17,13682.75,2026-01-07,Metepec
1365,458,443,7,24058.4,2025-02-05,Monterrey
2618,36,7,19,2602.77,2025-04-02,Metepec
3847,222,351,14,2659.03,2025-03-19,Guadalajara
2157,683,160,8,16478.68,2025-08-06,Toluca Centro
4043,338,236,13,6824.05,2024-01-19,Puebla
701,507,50,10,16110.86,2025-02-30,Monterrey
